,Symbol,Year,Altman Z-Score,Bankruptcy Likelihood
1295,WYN,2014,1.4253,bankruptcy imminent
1296,WYN,2015,1.3216,bankruptcy imminent
1297,BK,2013,0.19981,bankruptcy imminent
1298,BK,2012,0.17884,bankruptcy imminent
1299,BK,2014,0.20847,bankruptcy imminent
1300,BK,2015,0.21598,bankruptcy imminent
1301,VMC,2013,1.4859,bankruptcy imminent
1302,VMC,2012,1.29413,bankruptcy imminent
1303,VMC,2014,1.92566,grey zone
1304,VMC,2015,2.60763,grey zone
1305,VIAB,2013,2.80865,grey zone
1306,VIAB,2015,2.1334,grey zone
1307,VIAB,2014,2.6362,grey zone
1308,VIAB,2016,2.02285,grey zone
1309,SCG,2013,0.82564,bankruptcy imminent
1310,SCG,2012,0.53691,bankruptcy imminent
1311,SCG,2014,0.86426,bankruptcy imminent
1312,SCG,2015,0.95169,bankruptcy imminent
1313,CMG,2013,23.15316,safe
1314,CMG,2015,17.37756,safe
1315,CMG,2014,27.04028,safe
1316,RL,2013,8.51664,safe
1317,RL,2015,5.96501,safe
1318,RL,2014,6.9902,safe
1319,RL,2016,4.57631,safe
1320,AN,2013,1.77466,bankruptcy imminent
1321,AN,2015,1.4353,bankruptcy imminent
1322,AN,2014,1.88311,grey zone
1323,NTAP,2013,2.37394,grey zone
1324,NTAP,2015,2.15589,grey zone
1325,NTAP,2014,2.31405,grey zone
1326,NTAP,2016,1.23757,bankruptcy imminent
1327,MCD,2013,5.27686,safe
1328,MCD,2012,5.08213,safe
1329,MCD,2014,5.18556,safe
1330,MCD,2015,4.65628,safe
1331,NAVI,2015,0.14292,bankruptcy imminent
1332,HBAN,2013,0.13975,bankruptcy imminent
1333,HBAN,2012,0.10411,bankruptcy imminent
1334,HBAN,2014,0.14185,bankruptcy imminent
1335,HBAN,2015,0.14895,bankruptcy imminent
1336,PDCO,2013,3.41243,safe
1337,PDCO,2015,3.52149,safe
1338,PDCO,2014,3.23216,safe
1339,PDCO,2016,2.46405,grey zone
1340,MOS,2013,5.00282,safe
1341,MOS,2015,2.04003,grey zone
1342,MOS,2014,2.7413,grey zone
1343,DOV,2013,3.18379,safe
1344,DOV,2015,3.11433,safe
1345,DOV,2014,3.19135,safe
1346,ANTM,2013,1.2132,bankruptcy imminent
1347,ANTM,2012,1.02647,bankruptcy imminent
1348,ANTM,2014,1.33056,bankruptcy imminent
1349,ANTM,2015,1.39004,bankruptcy imminent
1350,KSU,2013,2.86544,grey zone
1351,KSU,2015,1.94249,grey zone
1352,KSU,2014,2.78088,grey zone
1353,SPLS,2013,2.34564,grey zone
1354,SPLS,2015,3.00417,safe
1355,SPLS,2014,2.87281,grey zone
1356,SPLS,2016,2.54145,grey zone
1357,CNC,2013,1.35203,bankruptcy imminent
1358,CNC,2012,1.19231,bankruptcy imminent
1359,CNC,2014,1.76507,bankruptcy imminent
1360,CNC,2015,1.90213,grey zone
1361,TIF,2013,4.45035,safe
1362,TIF,2015,4.87675,safe
1363,TIF,2014,4.92188,safe
1364,TIF,2016,4.24384,safe
1365,KR,2013,1.62422,bankruptcy imminent
1366,KR,2015,1.80431,bankruptcy imminent
1367,KR,2014,1.53015,bankruptcy imminent
1368,KR,2016,2.20758,grey zone
1369,BBBY,2013,6.90112,safe
1370,BBBY,2015,5.65329,safe
1371,BBBY,2014,7.11678,safe
1372,BBBY,2016,5.03179,safe
1373,PVH,2013,2.2067,grey zone
1374,PVH,2015,1.75734,bankruptcy imminent
1375,PVH,2014,1.61615,bankruptcy imminent
1376,PVH,2016,1.62375,bankruptcy imminent
1377,WDC,2013,2.85221,grey zone
1378,WDC,2015,3.56802,safe
1379,WDC,2014,3.5175,safe
1380,WDC,2016,0.97325,bankruptcy imminent
1381,PCG,2013,0.46079,bankruptcy imminent
1382,PCG,2015,0.5296,bankruptcy imminent
1383,PCG,2014,0.61385,bankruptcy imminent
1384,GPC,2013,3.60712,safe
1385,GPC,2012,3.54957,safe
1386,GPC,2014,3.78595,safe
1387,GPC,2015,3.33696,safe
1388,CHK,2013,0.76418,bankruptcy imminent
1389,CHK,2012,0.07479,bankruptcy imminent
1390,CHK,2014,0.90154,bankruptcy imminent
1391,CHK,2015,-4.5815,bankruptcy imminent
1392,AON,2013,1.50111,bankruptcy imminent
1393,AON,2012,1.25305,bankruptcy imminent
1394,AON,2014,1.5033,bankruptcy imminent
1395,AON,2015,1.55066,bankruptcy imminent
1396,DE,2013,1.72867,bankruptcy imminent
1397,DE,2014,1.70613,bankruptcy imminent
1398,DE,2016,2.98783,grey zone
1399,AMT,2013,1.24125,bankruptcy imminent
1400,AMT,2012,1.92946,grey zone
1401,AMT,2014,1.53788,bankruptcy imminent
1402,AMT,2015,1.52054,bankruptcy imminent
1403,PRU,2013,0.07649,bankruptcy imminent
1404,PRU,2012,0.00801,bankruptcy imminent
1405,PRU,2014,0.02082,bankruptcy imminent
1406,PRU,2015,0.1219,bankruptcy imminent
1407,CLX,2013,3.19929,safe
1408,CLX,2015,3.79038,safe
1409,CLX,2014,3.29273,safe
1410,CLX,2016,4.28581,safe
1411,REGN,2013,17.30981,safe
1412,REGN,2015,18.72331,safe
1413,REGN,2014,20.03275,safe
1414,SJM,2013,2.4812,grey zone
1415,SJM,2015,1.08936,bankruptcy imminent
1416,SJM,2014,2.20613,grey zone
1417,SJM,2016,1.48945,bankruptcy imminent
1418,ADBE,2013,6.22614,safe
1419,ADBE,2015,7.43378,safe
1420,ADBE,2014,6.94526,safe
1421,PBCT,2013,0.19475,bankruptcy imminent
1422,PBCT,2012,0.20102,bankruptcy imminent
1423,PBCT,2014,0.18021,bankruptcy imminent
1424,PBCT,2015,0.17572,bankruptcy imminent
1425,SYK,2013,4.17034,safe
1426,SYK,2015,4.31848,safe
1427,SYK,2014,3.84462,safe
1428,NUE,2013,2.60178,grey zone
1429,NUE,2012,2.55511,grey zone
1430,NUE,2014,2.5228,grey zone
1431,NUE,2015,2.45631,grey zone
1432,UNP,2013,2.13804,grey zone
1433,UNP,2015,2.62857,grey zone
1434,UNP,2014,3.50317,safe
1435,VRTX,2013,7.92549,safe
1436,VRTX,2012,1.98683,grey zone
1437,VRTX,2014,10.28859,safe
1438,VRTX,2015,8.67369,safe
1439,EBAY,2013,2.23539,grey zone
1440,EBAY,2015,3.42193,safe
1441,EBAY,2014,1.73514,bankruptcy imminent
1442,KMB,2013,3.1094,safe
1443,KMB,2015,2.94997,grey zone
1444,KMB,2014,3.27651,safe
1445,WM,2013,1.31249,bankruptcy imminent
1446,WM,2015,1.73428,bankruptcy imminent
1447,WM,2014,1.79321,bankruptcy imminent
1448,GD,2013,2.3169,grey zone
1449,GD,2015,2.82442,grey zone
1450,GD,2014,2.54925,grey zone
1451,WMT,2013,2.43944,grey zone
1452,WMT,2015,2.82744,grey zone
1453,WMT,2014,2.4971,grey zone
1454,WMT,2016,2.56441,grey zone
1455,MAT,2013,5.34976,safe
1456,MAT,2012,4.17271,safe
1457,MAT,2014,3.54406,safe
1458,MAT,2015,3.12938,safe
1459,CME,2013,0.69092,bankruptcy imminent
1460,CME,2012,0.90024,bankruptcy imminent
1461,CME,2014,0.51452,bankruptcy imminent
1462,CME,2015,0.57066,bankruptcy imminent
1463,AAP,2013,2.58765,grey zone
1464,AAP,2012,2.30289,grey zone
1465,AAP,2016,2.4588,grey zone
1466,AAP,2015,2.41354,grey zone
1467,CHD,2013,2.92373,grey zone
1468,CHD,2012,2.45408,grey zone
1469,CHD,2014,2.90336,grey zone
1470,CHD,2015,3.08863,safe
1471,PM,2013,4.21917,safe
1472,PM,2015,4.21125,safe
1473,PM,2014,4.08172,safe
1474,UPS,2013,4.01795,safe
1475,UPS,2012,2.82996,grey zone
1476,UPS,2014,3.64591,safe
1477,UPS,2015,3.34113,safe
1478,O,2013,1.19049,bankruptcy imminent
1479,O,2012,1.52549,bankruptcy imminent
1480,O,2014,1.42541,bankruptcy imminent
1481,O,2015,1.53903,bankruptcy imminent
1482,BWA,2013,3.64429,safe
1483,BWA,2015,2.31711,grey zone
1484,BWA,2014,3.47681,safe
1485,LKQ,2012,3.52267,safe
1486,MTD,2013,6.07365,safe
1487,MTD,2015,7.33691,safe
1488,MTD,2014,6.9434,safe
1489,HCP,2013,1.19882,bankruptcy imminent
1490,HCP,2015,0.92545,bankruptcy imminent
1491,HCP,2014,1.17401,bankruptcy imminent
1492,HAL,2013,3.3622,safe
1493,HAL,2015,1.98579,grey zone
1494,HAL,2014,3.0273,safe
1495,PHM,2013,1.67447,bankruptcy imminent
1496,PHM,2015,1.49695,bankruptcy imminent
1497,PHM,2014,1.92611,grey zone
1498,AVY,2013,2.25578,grey zone
1499,AVY,2015,2.22623,grey zone
1500,AVY,2016,2.58747,grey zone
1501,GWW,2013,8.68082,safe
1502,GWW,2012,7.54455,safe
1503,GWW,2014,8.57078,safe
1504,GWW,2015,5.33437,safe
1505,MHK,2013,2.69661,grey zone
1506,MHK,2012,2.72916,grey zone
1507,MHK,2014,2.96555,grey zone
1508,MHK,2015,6.31258,safe
1509,ETN,2013,1.87078,grey zone
1510,ETN,2012,1.06381,bankruptcy imminent
1511,ETN,2014,1.79645,bankruptcy imminent
1512,ETN,2015,1.6973,bankruptcy imminent
1513,WY,2013,1.75924,bankruptcy imminent
1514,WY,2012,1.36284,bankruptcy imminent
1515,WY,2014,2.22972,grey zone
1516,WY,2015,1.87703,grey zone
1517,CMS,2013,0.48652,bankruptcy imminent
1518,CMS,2015,0.52425,bankruptcy imminent
1519,CMS,2014,0.54901,bankruptcy imminent
1520,LVLT,2013,-0.78463,bankruptcy imminent
1521,LVLT,2012,-0.92377,bankruptcy imminent
1522,LVLT,2014,-0.15442,bankruptcy imminent
1523,LVLT,2015,0.49175,bankruptcy imminent
1524,ISRG,2013,21.8119,safe
1525,ISRG,2015,21.99761,safe
1526,ISRG,2014,21.39197,safe
1527,AEE,2013,0.61763,bankruptcy imminent
1528,AEE,2012,0.60039,bankruptcy imminent
1529,AEE,2014,0.68919,bankruptcy imminent
1530,AEE,2015,0.65477,bankruptcy imminent
1531,NKE,2016,8.18479,safe
1532,QRVO,2016,2.96617,grey zone
1533,QRVO,2015,6.2077,safe
1534,PGR,2013,0.98678,bankruptcy imminent
1535,PGR,2012,0.87973,bankruptcy imminent
1536,PGR,2014,0.99108,bankruptcy imminent
1537,PGR,2015,0.94439,bankruptcy imminent
1538,PNR,2013,2.38562,grey zone
1539,PNR,2012,1.06553,bankruptcy imminent
1540,PNR,2014,2.07995,grey zone
1541,PNR,2015,1.19395,bankruptcy imminent
1542,BBT,2013,0.2908,bankruptcy imminent
1543,BBT,2012,0.24594,bankruptcy imminent
1544,BBT,2014,0.2971,bankruptcy imminent
1545,BBT,2015,0.27203,bankruptcy imminent
1546,F,2013,1.47412,bankruptcy imminent
1547,F,2015,0.57693,bankruptcy imminent
1548,F,2014,0.87198,bankruptcy imminent
